Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,49
Base Time Seconds,1636659342
Base Time Fractional,.756157900
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.34426409204e-05,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,30.0020885467529,Volt DC,100,T,2W,F,F,11/11/2021,19:35:42,.756157900
2,2.078903162328e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,31.0088539123535,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.012208180
3,4.870909833699e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,32.0890998840332,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.105005560
4,5.706451702281e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,33.0855178833008,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.197765200
5,6.627687253058e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,34.0791397094727,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.290519900
6,7.651321357116e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,35.0730018615723,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.383270340
7,8.739333134145e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,36.1522941589355,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.475998000
8,3.742565604625e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,37.0889320373535,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.568743560
9,3.576351082302e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,38.0826377868652,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.661490180
10,3.515672142385e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,39.0807876586914,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.754224900
11,3.498890873743e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,40.0800628662109,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.846971440
12,3.495609053061e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,41.0828819274902,Volt DC,100,T,2W,F,F,11/11/2021,19:35:43,.939716700
13,3.475366975181e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,42.0815010070801,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.032473860
14,3.471851232462e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,43.0811653137207,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.125217180
15,3.476570782368e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,44.0840415954590,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.217952780
16,3.462170570856e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,45.0833435058594,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.310703800
17,3.460687730694e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,46.0827445983887,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.403442800
18,3.466155612841e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,47.0853309631348,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.496165540
19,3.455541082076e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,48.0844612121582,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.588889360
20,3.453536191955e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,49.0838546752930,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.681635120
21,3.463826215011e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,50.0872421264648,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.774369460
22,3.451701195445e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,51.0864295959473,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.867102920
23,3.460986408754e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,52.0889472961426,Volt DC,100,T,2W,F,F,11/11/2021,19:35:44,.959844220
24,3.449738869676e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,53.0869789123535,Volt DC,100,T,2W,F,F,11/11/2021,19:35:45,.052588000
