Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,49
Base Time Seconds,1636659432
Base Time Fractional,.299279660
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.34067813633e-05,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,30.0021133422852,Volt DC,100,T,2W,F,F,11/11/2021,19:37:12,.299279660
2,2.074184521916e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,31.0088729858398,Volt DC,100,T,2W,F,F,11/11/2021,19:37:12,.555331640
3,4.862145215156e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,32.0892066955566,Volt DC,100,T,2W,F,F,11/11/2021,19:37:12,.648114240
4,5.696578227798e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,33.0856704711914,Volt DC,100,T,2W,F,F,11/11/2021,19:37:12,.740870500
5,6.615193706239e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,34.0792770385742,Volt DC,100,T,2W,F,F,11/11/2021,19:37:12,.833628380
6,7.635552174179e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,35.0731430053711,Volt DC,100,T,2W,F,F,11/11/2021,19:37:12,.926390400
7,8.698244346306e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,36.1721267700195,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.019127440
8,3.702171306941e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,37.0875129699707,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.111868840
9,3.561884295777e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,38.0830993652344,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.204602840
10,3.502532854327e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,39.0812988281250,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.297332080
11,3.484298213152e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,40.0805892944336,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.390076480
12,3.48347457475e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,41.0834503173828,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.482802880
13,3.463418033789e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,42.0819549560547,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.575504000
14,3.46160850313e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,43.0818290710449,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.668234860
15,3.465430927463e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,44.0846824645996,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.760958240
16,3.45126427419e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,45.0839271545410,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.853701320
17,3.448246206972e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,46.0833358764648,Volt DC,100,T,2W,F,F,11/11/2021,19:37:13,.946436340
18,3.455117985141e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,47.0860252380371,Volt DC,100,T,2W,F,F,11/11/2021,19:37:14,.039190220
19,3.443598689046e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,48.0850868225098,Volt DC,100,T,2W,F,F,11/11/2021,19:37:14,.131924160
20,3.442893284955e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,49.0843200683594,Volt DC,100,T,2W,F,F,11/11/2021,19:37:14,.224658800
21,3.45416701748e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,50.0878028869629,Volt DC,100,T,2W,F,F,11/11/2021,19:37:14,.317392440
22,3.442364686634e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,51.0869712829590,Volt DC,100,T,2W,F,F,11/11/2021,19:37:14,.410124080
