Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,49
Base Time Seconds,1636659066
Base Time Fractional,.495157620
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.331520525127e-05,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,30.0020790100098,Volt DC,100,T,2W,F,F,11/11/2021,19:31:06,.495157620
2,2.058067002508e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,31.0088939666748,Volt DC,100,T,2W,F,F,11/11/2021,19:31:06,.751192740
3,4.861757770414e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,32.0892601013184,Volt DC,100,T,2W,F,F,11/11/2021,19:31:06,.843978140
4,5.689574754797e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,33.0857467651367,Volt DC,100,T,2W,F,F,11/11/2021,19:31:06,.936734520
5,6.603856309084e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,34.0795021057129,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.029498200
6,7.620741234859e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,35.0733451843262,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.122243980
7,8.705265645403e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,36.1448020935059,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.214974520
8,3.804622610915e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,37.0920867919922,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.307721300
9,3.582812860259e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,38.0840988159180,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.400465640
10,3.524583007675e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,39.0825042724609,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.493215720
11,3.505228596623e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,40.0816116333008,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.585941520
12,3.501743776724e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,41.0844879150391,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.678688900
13,3.480172017589e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,42.0829887390137,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.771433480
14,3.475448465906e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,43.0825653076172,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.864156540
15,3.479354199953e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,44.0854568481445,Volt DC,100,T,2W,F,F,11/11/2021,19:31:07,.956890820
16,3.464152905508e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,45.0845413208008,Volt DC,100,T,2W,F,F,11/11/2021,19:31:08,.049623700
17,3.460082007223e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,46.0839462280273,Volt DC,100,T,2W,F,F,11/11/2021,19:31:08,.142356620
18,3.466388079687e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,47.0866050720215,Volt DC,100,T,2W,F,F,11/11/2021,19:31:08,.235086300
19,3.453861427261e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,48.0855751037598,Volt DC,100,T,2W,F,F,11/11/2021,19:31:08,.327813820
20,3.451361044426e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,49.0848541259766,Volt DC,100,T,2W,F,F,11/11/2021,19:31:08,.420551620
21,3.460842344793e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,50.0880966186523,Volt DC,100,T,2W,F,F,11/11/2021,19:31:08,.513278780
