Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,49
Base Time Seconds,1636659452
Base Time Fractional,.449869300
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.140781841968e-05,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,30.0022029876709,Volt DC,100,T,2W,F,F,11/11/2021,19:37:32,.449869300
2,1.758214602887e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,31.0081462860107,Volt DC,100,T,2W,F,F,11/11/2021,19:37:32,.705913720
3,4.530244405032e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,32.0953636169434,Volt DC,100,T,2W,F,F,11/11/2021,19:37:32,.798687260
4,5.236500146566e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,33.0917778015137,Volt DC,100,T,2W,F,F,11/11/2021,19:37:32,.891458260
5,6.016005499987e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,34.0859909057617,Volt DC,100,T,2W,F,F,11/11/2021,19:37:32,.984233620
6,6.8889639806e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,35.0800018310547,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.077011480
7,7.849388202885e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,36.0789031982422,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.169775360
8,8.027817966649e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,37.2195892333984,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.262507340
9,3.615602690843e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,38.0842895507813,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.355262980
10,3.540807665559e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,39.0818023681641,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.448026120
11,3.502457184368e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,40.0806388854980,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.540774300
12,3.495753844618e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,41.0833816528320,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.633503500
13,3.473838660284e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,42.0818214416504,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.726222800
14,3.469574585324e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,43.0816116333008,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.818964560
15,3.473003744148e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,44.0843925476074,Volt DC,100,T,2W,F,F,11/11/2021,19:37:33,.911700980
16,3.458927676547e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,45.0835380554199,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.004434520
17,3.457949424046e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,46.0831336975098,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.097177560
18,3.462697713985e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,47.0857162475586,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.189940100
19,3.451403608778e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,48.0848312377930,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.282692500
20,3.448933421168e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,49.0840873718262,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.375418680
21,3.459318395471e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,50.0873832702637,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.468158800
22,3.447717972449e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,51.0866470336914,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.560891600
23,3.456449849182e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,52.0891036987305,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.653638740
24,3.444194226176e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,53.0870895385742,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.746378120
25,3.447217386565e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,54.0862541198730,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.839104580
26,3.459004801698e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,55.0894165039063,Volt DC,100,T,2W,F,F,11/11/2021,19:37:34,.931850640
27,3.450205258559e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,56.0887908935547,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.024594920
28,3.449417999946e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,57.0875625610352,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.117323840
29,3.462317181402e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,58.0905380249023,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.210078280
30,3.453271347098e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,59.0893783569336,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.302820700
31,3.457601269474e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,60.0881729125977,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.395569540
32,3.504535197862e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,61.0908546447754,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.488310960
33,3.527435183059e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,62.0894775390625,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.581082180
34,3.552772250259e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,63.0889205932617,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.673834480
35,3.578358519007e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,64.0913238525391,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.766592380
36,3.583695797715e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,65.0899810791016,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.859349960
37,3.596827809815e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,66.0891876220703,Volt DC,100,T,2W,F,F,11/11/2021,19:37:35,.952106500
