Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,49
Base Time Seconds,1636659317
Base Time Fractional,.944821320
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,3.23183871842e-06,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,30.0007190704346,Volt DC,100,T,2W,F,F,11/11/2021,19:35:17,.944821320
2,3.280306555098e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,31.0883464813232,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.037582880
3,3.289695450803e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,32.0843620300293,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.130309040
4,3.30682596541e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,33.0859413146973,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.223058800
5,3.303867197246e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,34.0839424133301,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.315802160
6,3.315922003821e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,35.0822219848633,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.408542200
7,3.334983921377e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,36.0848197937012,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.501284480
8,3.328971070005e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,37.0832862854004,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.594020520
9,3.347016536281e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,38.0859947204590,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.686753920
10,3.339533941471e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,39.0844955444336,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.779470580
11,3.345515142428e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,40.0837783813477,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.872223240
12,3.36012308253e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,41.0864524841309,Volt DC,100,T,2W,F,F,11/11/2021,19:35:18,.964960280
13,3.351818304509e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,42.0848045349121,Volt DC,100,T,2W,F,F,11/11/2021,19:35:19,.057689960
