Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,49
Base Time Seconds,1636659139
Base Time Fractional,.733068480
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.312110907747e-05,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,30.0021247863770,Volt DC,100,T,2W,F,F,11/11/2021,19:32:19,.733068480
2,2.036703153863e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,31.0087585449219,Volt DC,100,T,2W,F,F,11/11/2021,19:32:19,.989144000
3,4.837319283979e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,32.0894508361816,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.081927220
4,5.663739648298e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,33.0858421325684,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.174678400
5,6.576818122994e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,34.0795478820801,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.267440540
6,7.592736801598e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,35.0734024047852,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.360191900
7,8.68415372679e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,36.1263885498047,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.452935240
8,3.80632118322e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,37.0920448303223,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.545674480
9,3.584391379263e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,38.0824203491211,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.638418040
10,3.522043334669e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,39.0807495117188,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.731160520
11,3.501726678223e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,40.0799293518066,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.823880380
12,3.500504317344e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,41.0827789306641,Volt DC,100,T,2W,F,F,11/11/2021,19:32:20,.916615980
13,3.480528539512e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,42.0812492370605,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.009351360
14,3.476941856206e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,43.0810165405273,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.102087740
15,3.48221983586e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,44.0840873718262,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.194823300
16,3.467093483778e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,45.0832328796387,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.287569700
17,3.463771281531e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,46.0827102661133,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.380322580
18,3.470771480352e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,47.0852851867676,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.473043060
19,3.459095023572e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,48.0844383239746,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.565778240
20,3.457852290012e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,49.0837745666504,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.658519220
21,3.468794602668e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,50.0873146057129,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.751274940
22,3.45658227161e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,51.0863037109375,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.844003400
23,3.46540909959e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,52.0888786315918,Volt DC,100,T,2W,F,F,11/11/2021,19:32:21,.936745460
24,3.453522367636e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,53.0869483947754,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.029499180
25,3.456191188889e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,54.0861167907715,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.122238480
26,3.468021532171e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,55.0891761779785,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.214965480
27,3.464154360699e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,56.0884971618652,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.307697680
28,3.458795254119e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,57.0874099731445,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.400424740
29,3.472195385257e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,58.0904693603516,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.493156400
30,3.462861786829e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,59.0891914367676,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.585896920
31,3.467519127298e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,60.0883598327637,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.678627200
32,3.5060736991e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,61.0908241271973,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.771376480
33,3.532058326527e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,62.0895500183105,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.864122440
34,3.559175456758e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,63.0889854431152,Volt DC,100,T,2W,F,F,11/11/2021,19:32:22,.956838660
35,3.585688682506e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,64.0913696289063,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.049588540
36,3.59169098374e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,65.0901412963867,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.142334680
37,3.605565507314e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,66.0893096923828,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.235069500
38,3.624564124038e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,67.0910873413086,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.327800480
39,3.722540350282e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,68.0856704711914,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.420574120
40,4.017459286842e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,69.0857009887695,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.513337480
41,4.383303166833e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,70.0825653076172,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.606089060
42,4.8242694902e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,71.0799102783203,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.698844720
43,5.334460365702e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,72.0807723999023,Volt DC,100,T,2W,F,F,11/11/2021,19:32:23,.791603220
