Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,46
Base Time Seconds,1636658057
Base Time Fractional,.563491280
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.397307551088e-05,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,30.0021362304688,Volt DC,100,T,2W,F,F,11/11/2021,19:14:17,.563491280
2,2.138407944585e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,31.0092411041260,Volt DC,100,T,2W,F,F,11/11/2021,19:14:17,.819537360
3,4.975625415682e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,32.0886306762695,Volt DC,100,T,2W,F,F,11/11/2021,19:14:17,.912287140
4,5.807391789858e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,33.0853462219238,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.005033720
5,6.725951243425e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,34.0795173645020,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.097804800
6,7.742826710455e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,35.0737457275391,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.190567920
7,8.573586092098e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,36.2098197937012,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.283299900
8,3.656307671918e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,37.0812835693359,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.376034220
9,3.591865242925e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,38.0812263488770,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.468781540
10,3.538669989211e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,39.0793838500977,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.561519120
11,3.522153565427e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,40.0787200927734,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.654255700
12,3.523019040585e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,41.0815544128418,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.746994740
13,3.502856634441e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,42.0802230834961,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.839731180
14,3.499976446619e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,43.0799980163574,Volt DC,100,T,2W,F,F,11/11/2021,19:14:18,.932450420
15,3.505101631163e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,44.0828781127930,Volt DC,100,T,2W,F,F,11/11/2021,19:14:19,.025183040
16,3.489337177598e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,45.0823097229004,Volt DC,100,T,2W,F,F,11/11/2021,19:14:19,.117928200
17,3.488128641038e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,46.0816040039063,Volt DC,100,T,2W,F,F,11/11/2021,19:14:19,.210641360
18,3.49454676325e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,47.0843276977539,Volt DC,100,T,2W,F,F,11/11/2021,19:14:19,.303386680
19,3.48363428202e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,48.0834312438965,Volt DC,100,T,2W,F,F,11/11/2021,19:14:19,.396100260
20,3.48142493749e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,49.0825843811035,Volt DC,100,T,2W,F,F,11/11/2021,19:14:19,.488840660
